360950.9124894944	4065815.922860037
360950.75499172666	4065815.649481995
360950.7577109229	4065815.2876050384
360950.75946222304	4065814.864685975
360950.7636679127	4065814.5551111116
360950.7672227506	4065814.243131986
360950.78014767123	4065813.923022425
360950.78373309196	4065813.610338827
360950.7965435238	4065813.299416655
360950.80935395724	4065812.988494485
360950.8404803556	4065812.649101059
360950.8689207972	4065812.1924604033
360950.88789198344	4065811.756666396
360950.9105610359	4065811.4469037266
360950.92920896586	4065811.001403781
360950.95155475993	4065810.681935174
360950.9546847859	4065810.206468784
360950.9807187575	4065809.77678579
360951.01091061864	4065809.4361130632
360951.0082711839	4065809.1253360715
360951.01837634575	4065808.8126524817
360951.01332646556	4065808.5020206664
360951.01702640305	4065808.1801496805
360951.00323522213	4065807.8671380347
360950.9980049901	4065807.5454122256
360950.99511082895	4065807.2063957965
360950.97865820496	4065806.90271562
360950.9730149039	4065806.571810991
360950.9592675719	4065806.2594091813
360950.9475882594	4065805.9175557364
360950.95082911826	4065805.5933049214
360950.93369257887	4065805.2519161333
360950.9309872874	4065804.919096334
360950.94062280527	4065804.566850575
360950.92584994755	4065804.220029576
360950.9290802321	4065803.856835001
360950.91430737445	4065803.5100140027
360950.9001190185	4065803.1742804293
360950.8940149799	4065802.811237599
360950.89762506797	4065802.4696961595
360950.89194364403	4065802.13435883
360950.9044839083	4065801.7926722155
360950.9107087965	4065801.459562063
360950.92974860774	4065801.106847454
360950.9323429118	4065800.7607398056
360950.944431986	4065800.40544167
360950.95644966525	4065800.058185149
360950.98175800865	4065799.694555043
360951.01814925205	4065799.3326413203
360951.0477014316	4065798.9675154653
360951.0955112377	4065798.6116366247
360951.11905661976	4065798.2378239534
360951.2379022321	4065797.8750368915
360951.3121418928	4065797.4965345403
360951.40424192214	4065797.117741838
360951.5188982982	4065796.733391035
360951.6420585161	4065796.37741154
360951.7994676938	4065796.0430232664
360951.8614400067	4065795.733879053
360952.0727876929	4065795.4493904267
360952.4261560729	4065795.1796365706
360952.69047072536	4065794.9131373432
360952.93986275856	4065794.669900556
360953.24430337636	4065794.443202299
360953.57086100907	4065794.249456038
360953.9058158254	4065794.080894388
360954.224957931	4065793.9314462654
360954.59394198324	4065793.8070254275
360954.94059605285	4065793.701517789
360955.3054163307	4065793.59370112
360955.6606947689	4065793.490067044
360956.014744266	4065793.407118541
360956.38151489716	4065793.3229923313
360956.7557780917	4065793.2691497495
360957.1223935328	4065793.229769046
360957.49912335863	4065793.2113272944
360957.87419112504	4065793.205230208
360958.2497806439	4065793.1994039267
360958.58692347567	4065793.182888141
360958.9733059633	4065793.1987393307
360959.3301719517	4065793.203755847
360959.6966702132	4065793.219991993
360960.0813702518	4065793.225114618
360960.4380558957	4065793.219037187
360960.8227559353	4065793.2241598475
360961.1888935136	4065793.2182080713
360961.5452184766	4065793.1899427
360961.90144306433	4065793.184459909
360962.2871259054	4065793.1892588437
360962.6257708421	4065793.172377839
360962.9740480507	4065793.1667164676
360963.31339507387	4065793.1612002724
360963.6438119112	4065793.1558292527
360963.97404841456	4065793.139364253
360964.30673660384	4065793.1454330226
360964.61702172086	4065793.1289126016
360964.92957818974	4065793.1238319553
360965.23320447264	4065793.1188964806
360965.6913802542	4065793.1118743783
360966.1172927677	4065793.104525603
360966.55040492915	4065793.1091283103
360966.95691046794	4065793.101974604
360967.3643497498	4065793.1181719
360967.7520575733	4065793.111243472
360968.14145614835	4065793.1166371275
360968.4845130504	4065793.110434522
360968.85713109083	4065793.116200355
360969.19892782735	4065793.0988219567
360969.5741759118	4065793.103819375
360970.01175496116	4065793.0967067275
360970.3317395071	4065793.091846499
360970.6801970356	4065793.097279434
360971.0480170354	4065793.102056697
360971.423084789	4065793.0959602036
360971.80708272825	4065793.0897185737
360972.20903435646	4065793.0834396565
360972.58418911585	4065793.088184205
