timestamp,x_position,y_position
1751880078365269899,125.50278476986568,-79.88022030796856
1751880078465034008,125.50534061715007,-79.83759487839416
1751880078565181732,125.50753788265865,-79.80088986456394
1751880078764997005,125.51010898919776,-79.75779904518276
1751880078865036725,125.51271824038122,-79.71440304256976
1751880078964858531,125.51495365385199,-79.67695797653869
1751880079165271997,125.5176239432185,-79.63284481596202
1751880079265153646,125.52032474800944,-79.58790005464107
1751880079365063667,125.52188877452863,-79.56173886265606
1751880079465157747,125.52468113112263,-79.51517666690052
1751880079665164470,125.52752689726185,-79.46762264939025
1751880079765027761,125.5304260669509,-79.41915310593322
1751880079865289449,125.53209690359654,-79.3910616748035
1751880079964856386,125.53507999674184,-79.34121884452179
1751880080065024137,125.53723911585985,-79.30512417526916
1751880080265084981,125.54029850370716,-79.25391568103805
1751880080465051412,125.54572300135624,-79.16527737723663
1751880080564995050,125.54753116867505,-79.13640011753887
1751880080665070533,125.55059055495076,-79.08807553024963
1751880080865236282,125.55349735618802,-79.0422152406536
1751880080965151548,125.55624393816106,-78.9987124344334
1751880081065007925,125.5577621877892,-78.97486294806004
1751880081165209531,125.55958561203443,-78.94606961123645
1751880081265157461,125.56211094226455,-78.90730465715751
1751880081365187883,125.56393436680082,-78.88016690220684
1751880081565177440,125.56643680849811,-78.84183682361618
1751880081665285348,125.56893924932228,-78.8026827708818
1751880081765143394,125.57114414410898,-78.76831997744739
1751880081965156793,125.57376865687547,-78.72735775867477
1751880082064955949,125.57606510311598,-78.69149960391223
1751880082165128469,125.57879642641637,-78.6488589188084
1751880082365196466,125.5815735278884,-78.60535610793158
1751880082464863300,125.58441166131524,-78.5610522176139
1751880082565116405,125.58689884399064,-78.52246273960918
1751880082765130758,125.58982090302743,-78.47674740571529
1751880082865159273,125.59281925554387,-78.43031491152942
1751880082965128421,125.59551242995076,-78.39061154285446
1751880083165218830,125.59851078270003,-78.34556759893894
1751880083265136241,125.60132602858357,-78.30300320172682
1751880083365147352,125.60359195963247,-78.2684420500882
1751880083465245008,125.60539249586873,-78.2409609714523
1751880083665268659,125.60778812598437,-78.20440853619948
1751880083764950037,125.60843662533443,-78.1943682571873
1751880083865163326,125.61125187261496,-78.15135373035446
1751880084065275907,125.61386875412427,-78.11530484305695
1751880084165225744,125.61576084443368,-78.08896054327488
1751880084265122890,125.61755375203211,-78.06250180024654
1751880084465129613,125.61993412370794,-78.02690304489806
1751880084565141916,125.62174228928052,-77.99998654332012
1751880084665241956,125.6235733438516,-77.9728869330138
1751880084865132570,125.62570957420394,-77.94104947056621
1751880084965165853,125.62754062999738,-77.91356839099899
1751880085065167427,125.62940220080782,-77.88592709274963
1751880085165184497,125.63127903250279,-77.85811794921756
1751880085365212917,125.63378147408366,-77.82080258149654
1751880085465100526,125.63565067446325,-77.79262722935528
1751880085565225839,125.63724521826953,-77.7690447694622
1751880085665031909,125.63916782522574,-77.74061764450744
1751880085865267753,125.64173130347626,-77.7025011908263
1751880085965086936,125.64364628051408,-77.67375363083556
1751880086065158128,125.64556888805237,-77.6448687450029
1751880086265177488,125.64817814214621,-77.60615719575435
1751880086365393400,125.65013889613329,-77.57698238827288
1751880086465298652,125.65210728015518,-77.54768551699817
1751880086665026664,125.65473179129185,-77.50845516799018
1751880086765272617,125.65670017409138,-77.47889889311045
1751880086865189790,125.65866855776403,-77.44924343796447
1751880087065182924,125.66135410650168,-77.40954007068649
1751880087165321826,125.66336826555198,-77.37964047398418
1751880087265220165,125.66537479648832,-77.34964932547882
1751880087465208053,125.66806034289766,-77.30951870931312
1751880087565262556,125.67007450386882,-77.27931393450126
1751880087665001869,125.67208103544544,-77.24902523774654
1751880087865192174,125.67514805018436,-77.20343197323382
1751880087965096712,125.67685703618918,-77.17802609084174
1751880088065159082,125.67891697236337,-77.1474703666754
1751880088265261173,125.68166355404537,-77.1065997024998
1751880088365184783,125.6837158605922,-77.07586850039661
1751880088465172529,125.68577579827979,-77.0450762649998
1751880088565030813,125.68749241047772,-77.0193575755693
1751880088764862060,125.69023899437161,-76.97811306547374
1751880088865108966,125.69229129975429,-76.94710720935836
1751880088965284109,125.69400791323278,-76.92122067091987
1751880089065163850,125.69611362786964,-76.89010800374672
1751880089265179157,125.6989136156044,-76.8485201713629
1751880089365259885,125.70101932855323,-76.81727017275989
1751880089465002775,125.70312504156027,-76.78596676560119
1751880089665234327,125.70592502941145,-76.74415005464107
1751880089765213966,125.70803074131254,-76.71273221028969
1751880089865083456,125.71012882562354,-76.68126095831394
1751880090064932107,125.71293644106481,-76.63923062197864
1751880090165173768,125.71364597626962,-76.62518490524963
1751880090265220880,125.7111053870176,-76.66016567870975
1751880090465098381,125.7032394813723,-76.78188504185528
1751880090564707040,125.69429783138912,-76.93345059035346
1751880090665091037,125.68416599591728,-77.11527432641014
1751880090765233516,125.6764069008641,-77.25441922061145
1751880090965161561,125.6648636276368,-77.45997037086636
1751880091065160512,125.65684513386805,-77.60302151646465
1751880091165231704,125.64793400006602,-77.7489336868748
1751880091265143156,125.63521580060478,-77.97097195731476
1751880091465054750,125.61907200107817,-78.25558651797473
1751880091565283775,125.60183719848283,-78.53205288527533
1751880091665214776,125.58567814115668,-78.84526242129505
1751880091865180969,125.56176761782262,-79.27140225283802
1751880091965131998,125.54515079653356,-79.58088864339516
1751880092065088748,125.52895359304966,-79.8675555116497
1751880092165191411,125.50735477602575,-80.25572384614497
1751880092365248441,125.47876743681263,-80.78849972598255
1751880092465025186,125.45558170694858,-81.21882809419185
1751880092565128564,125.43366245506331,-81.62905300734565
1751880092665226221,125.40953831048682,-82.07784451078624
1751880092765215158,125.3947525442345,-82.40859402390197
1751880092965279340,125.37698368274141,-82.823686494492
1751880093065052986,125.36450962373056,-83.17839230410755
1751880093165093898,125.35162357520312,-83.55974758882076
1751880093265180110,125.33835605776403,-83.94457424758002
1751880093365190982,125.32574466906954,-84.32155789341778
1751880093465164899,125.31202701904112,-84.68381680641323
1751880093665135622,125.29727177019231,-85.1918963319622
1751880093764964818,125.30021671467694,-85.52092160051689
1751880093865208625,125.30534366948996,-85.81868161307648
1751880094065196275,125.31467441888526,-86.16765011614189
1751880094165157079,125.3207474158844,-86.40068234642968
1751880094265199422,125.32920078595635,-86.62708462681621
1751880094465132236,125.33875278767664,-87.02108181780204
1751880094565066337,125.34454349777661,-87.2979067680426
1751880094665181398,125.35489658551523,-87.58495510928333
1751880094865407466,125.36441044090316,-87.98531521623954
1751880094965225934,125.37423710210714,-88.34525479376316
1751880095065238237,125.38367466331692,-88.6979311844334
1751880095265225887,125.39838413475081,-89.23697079438716
1751880095365209817,125.40862278325949,-89.63527859468013
1751880095464953184,125.4192123815883,-90.01230801595375
1751880095565091848,125.43026737432228,-90.44794644415379
1751880095765177488,125.44591526361182,-91.04676236212254
1751880095865267753,125.45737461245153,-91.49429501406848
1751880095965153455,125.46730808611028,-91.88088406110182
1751880096065209150,125.47962192690466,-92.34910000674427
1751880096265220403,125.49761966860387,-93.05303372070193
1751880096365153789,125.51071933947969,-93.51860226783901
1751880096465039730,125.52336887572892,-93.94870937988162
